Entity_ID,Account,Period,Cost_Center,Product,Amount,Currency
Subsidiary A,Net Income,2024-Q1,R&D,Product B,226783.59,USD
Subsidiary A,Net Income,2024-Q1,R&D,Product C,318796.78,USD
Subsidiary A,Net Income,2024-Q1,R&D,Service X,140678.9,EUR
Subsidiary A,Net Income,2024-Q1,R&D,Service Y,151159.9,EUR
Subsidiary A,Net Income,2024-Q1,Finance,Product A,131699.06,EUR
Subsidiary A,Net Income,2024-Q1,Finance,Product B,22982.82,GBP
Subsidiary A,Net Income,2024-Q1,Finance,Product C,45785.03,EUR
Subsidiary A,Net Income,2024-Q1,Finance,Service X,297103.88,GBP
Subsidiary A,Net Income,2024-Q1,Finance,Service Y,163324.61,GBP
Subsidiary A,Net Income,2024-Q1,Operations,Product A,361367.82,USD
Subsidiary A,Net Income,2024-Q1,Operations,Product B,260074.05,GBP
Subsidiary A,Net Income,2024-Q1,Operations,Product C,480290.57,EUR
Subsidiary A,Net Income,2024-Q1,Operations,Service X,61865.14,USD
Subsidiary A,Net Income,2024-Q1,Operations,Service Y,294011.42,USD
Subsidiary A,Assets,2024-Q1,Sales,Product A,459441.83,USD
Subsidiary A,Assets,2024-Q1,Sales,Product B,453006.7,EUR
Subsidiary A,Assets,2024-Q1,Sales,Product C,50082.72,USD
Subsidiary A,Assets,2024-Q1,Sales,Service X,314494.48,USD
Subsidiary A,Assets,2024-Q1,Sales,Service Y,253789.5,USD
Subsidiary A,Assets,2024-Q1,Marketing,Product A,156888.65,USD
Subsidiary A,Assets,2024-Q1,Marketing,Product B,373396.61,GBP
Subsidiary A,Assets,2024-Q1,Marketing,Product C,339419.51,GBP
Subsidiary A,Assets,2024-Q1,Marketing,Service X,270382.64,GBP
Subsidiary A,Assets,2024-Q1,Marketing,Service Y,375812.58,EUR
Subsidiary A,Assets,2024-Q1,R&D,Product A,116146.07,EUR
Subsidiary A,Assets,2024-Q1,R&D,Product B,495945.23,USD
Subsidiary A,Assets,2024-Q1,R&D,Product C,206686.84,GBP
Subsidiary A,Assets,2024-Q1,R&D,Service X,168158.83,EUR
Subsidiary A,Assets,2024-Q1,R&D,Service Y,175237.18,USD
Subsidiary A,Assets,2024-Q1,Finance,Product A,336500.84,USD
Subsidiary A,Assets,2024-Q1,Finance,Product B,374502.44,EUR
Subsidiary A,Assets,2024-Q1,Finance,Product C,68958.93,EUR
Subsidiary A,Assets,2024-Q1,Finance,Service X,157195.62,GBP
Subsidiary A,Assets,2024-Q1,Finance,Service Y,335635.6,USD
Subsidiary A,Assets,2024-Q1,Operations,Product A,291376.75,USD
Subsidiary A,Assets,2024-Q1,Operations,Product B,303707.8,GBP
Subsidiary A,Assets,2024-Q1,Operations,Product C,82645.55,GBP
Subsidiary A,Assets,2024-Q1,Operations,Service X,215927.02,EUR
Subsidiary A,Assets,2024-Q1,Operations,Service Y,198788.73,USD
Subsidiary A,Liabilities,2024-Q1,Sales,Product A,408448.77,EUR
Subsidiary A,Liabilities,2024-Q1,Sales,Product B,366892.55,USD
Subsidiary A,Liabilities,2024-Q1,Sales,Product C,279177.41,GBP
Subsidiary A,Liabilities,2024-Q1,Sales,Service X,144512.16,EUR
Subsidiary A,Liabilities,2024-Q1,Sales,Service Y,463686.73,GBP
Subsidiary A,Liabilities,2024-Q1,Marketing,Product A,92779.12,USD
Subsidiary A,Liabilities,2024-Q1,Marketing,Product B,265515.19,EUR
Subsidiary A,Liabilities,2024-Q1,Marketing,Product C,86521.71,USD
Subsidiary A,Liabilities,2024-Q1,Marketing,Service X,344203.98,EUR
Subsidiary A,Liabilities,2024-Q1,Marketing,Service Y,311988.77,GBP
Subsidiary A,Liabilities,2024-Q1,R&D,Product A,475127.45,USD
Subsidiary A,Liabilities,2024-Q1,R&D,Product B,12530.48,EUR
Subsidiary A,Liabilities,2024-Q1,R&D,Product C,490017.31,EUR
Subsidiary A,Liabilities,2024-Q1,R&D,Service X,10617.8,GBP
Subsidiary A,Liabilities,2024-Q1,R&D,Service Y,214815.14,USD
Subsidiary A,Liabilities,2024-Q1,Finance,Product A,191039.46,GBP
Subsidiary A,Liabilities,2024-Q1,Finance,Product B,278899.54,GBP
Subsidiary A,Liabilities,2024-Q1,Finance,Product C,298890.66,EUR
Subsidiary A,Liabilities,2024-Q1,Finance,Service X,191564.98,EUR
Subsidiary A,Liabilities,2024-Q1,Finance,Service Y,322593.16,USD
Subsidiary A,Liabilities,2024-Q1,Operations,Product A,241484.44,USD
Subsidiary A,Liabilities,2024-Q1,Operations,Product B,132054.62,USD
Subsidiary A,Liabilities,2024-Q1,Operations,Product C,201045.72,USD
Subsidiary A,Liabilities,2024-Q1,Operations,Service X,355733.95,GBP
Subsidiary A,Liabilities,2024-Q1,Operations,Service Y,49774.6,EUR
Subsidiary A,Equity,2024-Q1,Sales,Product A,420028.59,USD
Subsidiary A,Equity,2024-Q1,Sales,Product B,370546.61,USD
Subsidiary A,Equity,2024-Q1,Sales,Product C,357489.32,EUR
Subsidiary A,Equity,2024-Q1,Sales,Service X,301572.86,GBP
Subsidiary A,Equity,2024-Q1,Sales,Service Y,99169.74,EUR
Subsidiary A,Equity,2024-Q1,Marketing,Product A,400924.58,EUR
Subsidiary A,Equity,2024-Q1,Marketing,Product B,465262.35,GBP
Subsidiary A,Equity,2024-Q1,Marketing,Product C,405751.62,GBP
Subsidiary A,Equity,2024-Q1,Marketing,Service X,128740.01,GBP
Subsidiary A,Equity,2024-Q1,Marketing,Service Y,265941.33,GBP
Subsidiary A,Equity,2024-Q1,R&D,Product A,199743.53,EUR
Subsidiary A,Equity,2024-Q1,R&D,Product B,319263.7,EUR
Subsidiary A,Equity,2024-Q1,R&D,Product C,177862.08,USD
Subsidiary A,Equity,2024-Q1,R&D,Service X,132620.82,GBP
Subsidiary A,Equity,2024-Q1,R&D,Service Y,219234.57,GBP
Subsidiary A,Equity,2024-Q1,Finance,Product A,99569.99,EUR
Subsidiary A,Equity,2024-Q1,Finance,Product B,247671.91,USD
Subsidiary A,Equity,2024-Q1,Finance,Product C,479077.56,USD
Subsidiary A,Equity,2024-Q1,Finance,Service X,140784.34,EUR
Subsidiary A,Equity,2024-Q1,Finance,Service Y,135047.4,USD
Subsidiary A,Equity,2024-Q1,Operations,Product A,317668.75,GBP
Subsidiary A,Equity,2024-Q1,Operations,Product B,208184.92,EUR
Subsidiary A,Equity,2024-Q1,Operations,Product C,274944.95,EUR
Subsidiary A,Equity,2024-Q1,Operations,Service X,265073.59,GBP
Subsidiary A,Equity,2024-Q1,Operations,Service Y,95328.21,USD
Subsidiary A,Revenue,2024-Q2,Sales,Product A,139023.46,EUR
Subsidiary A,Revenue,2024-Q2,Sales,Product B,235237.55,GBP
Subsidiary A,Revenue,2024-Q2,Sales,Product C,79745.07,GBP
Subsidiary A,Revenue,2024-Q2,Sales,Service X,112143.83,EUR
Subsidiary A,Revenue,2024-Q2,Sales,Service Y,477448.99,GBP
Subsidiary A,Revenue,2024-Q2,Marketing,Product A,94461.75,USD
Subsidiary A,Revenue,2024-Q2,Marketing,Product B,16530.96,USD
Subsidiary A,Revenue,2024-Q2,Marketing,Product C,114851.98,EUR
Subsidiary A,Revenue,2024-Q2,Marketing,Service X,91550.74,GBP
Subsidiary A,Revenue,2024-Q2,Marketing,Service Y,334805.5,USD
Subsidiary A,Revenue,2024-Q2,R&D,Product A,170888.5,USD
Subsidiary A,Revenue,2024-Q2,R&D,Product B,212191.93,EUR
Subsidiary A,Revenue,2024-Q2,R&D,Product C,339227.58,GBP
Subsidiary A,Revenue,2024-Q2,R&D,Service X,164208.98,EUR
Subsidiary A,Revenue,2024-Q2,R&D,Service Y,224196.38,USD
Subsidiary A,Revenue,2024-Q2,Finance,Product A,284256.78,GBP
Subsidiary A,Revenue,2024-Q2,Finance,Product B,154169.66,GBP
Subsidiary A,Revenue,2024-Q2,Finance,Product C,94198.05,EUR
Subsidiary A,Revenue,2024-Q2,Finance,Service X,413814.27,USD
Subsidiary A,Revenue,2024-Q2,Finance,Service Y,29541.63,USD
Subsidiary A,Revenue,2024-Q2,Operations,Product A,245205.83,USD
Subsidiary A,Revenue,2024-Q2,Operations,Product B,390840.95,EUR
Subsidiary A,Revenue,2024-Q2,Operations,Product C,205151.69,EUR
Subsidiary A,Revenue,2024-Q2,Operations,Service X,455140.11,USD
Subsidiary A,Revenue,2024-Q2,Operations,Service Y,65875.16,USD
Subsidiary A,COGS,2024-Q2,Sales,Product A,102892.26,GBP
Subsidiary A,COGS,2024-Q2,Sales,Product B,420209.06,USD
Subsidiary A,COGS,2024-Q2,Sales,Product C,12996.99,GBP
Subsidiary A,COGS,2024-Q2,Sales,Service X,132536.42,GBP
Subsidiary A,COGS,2024-Q2,Sales,Service Y,276259.82,GBP
Subsidiary A,COGS,2024-Q2,Marketing,Product A,428558.17,GBP
Subsidiary A,COGS,2024-Q2,Marketing,Product B,285851.74,USD
Subsidiary A,COGS,2024-Q2,Marketing,Product C,289547.37,EUR
Subsidiary A,COGS,2024-Q2,Marketing,Service X,272410.82,GBP
Subsidiary A,COGS,2024-Q2,Marketing,Service Y,441815.26,EUR
Subsidiary A,COGS,2024-Q2,R&D,Product A,441751.58,GBP
Subsidiary A,COGS,2024-Q2,R&D,Product B,165757.91,USD
Subsidiary A,COGS,2024-Q2,R&D,Product C,31595.49,USD
Subsidiary A,COGS,2024-Q2,R&D,Service X,206653.18,USD
Subsidiary A,COGS,2024-Q2,R&D,Service Y,170753.01,EUR
Subsidiary A,COGS,2024-Q2,Finance,Product A,486423.15,EUR
Subsidiary A,COGS,2024-Q2,Finance,Product B,396621.8,EUR
Subsidiary A,COGS,2024-Q2,Finance,Product C,191829.27,GBP
Subsidiary A,COGS,2024-Q2,Finance,Service X,232841.48,GBP
Subsidiary A,COGS,2024-Q2,Finance,Service Y,154721.38,GBP
Subsidiary A,COGS,2024-Q2,Operations,Product A,385691.34,USD
Subsidiary A,COGS,2024-Q2,Operations,Product B,272281.78,USD
Subsidiary A,COGS,2024-Q2,Operations,Product C,337246.65,USD
Subsidiary A,COGS,2024-Q2,Operations,Service X,64219.77,GBP
Subsidiary A,COGS,2024-Q2,Operations,Service Y,220309.91,GBP
Subsidiary A,Operating Expenses,2024-Q2,Sales,Product A,420025,EUR
Subsidiary A,Operating Expenses,2024-Q2,Sales,Product B,297229.01,GBP
Subsidiary A,Operating Expenses,2024-Q2,Sales,Product C,478776.76,EUR
Subsidiary A,Operating Expenses,2024-Q2,Sales,Service X,258157.53,EUR
Subsidiary A,Operating Expenses,2024-Q2,Sales,Service Y,313877.23,EUR
Subsidiary A,Operating Expenses,2024-Q2,Marketing,Product A,69042.46,EUR
Subsidiary A,Operating Expenses,2024-Q2,Marketing,Product B,65416.22,USD
Subsidiary A,Operating Expenses,2024-Q2,Marketing,Product C,145275.16,USD
Subsidiary A,Operating Expenses,2024-Q2,Marketing,Service X,12339.88,USD
Subsidiary A,Operating Expenses,2024-Q2,Marketing,Service Y,288172.53,USD
Subsidiary A,Operating Expenses,2024-Q2,R&D,Product A,281623.52,GBP
Subsidiary A,Operating Expenses,2024-Q2,R&D,Product B,103034.76,GBP
Subsidiary A,Operating Expenses,2024-Q2,R&D,Product C,101752.51,GBP
Subsidiary A,Operating Expenses,2024-Q2,R&D,Service X,382764.21,USD
Subsidiary A,Operating Expenses,2024-Q2,R&D,Service Y,137686.22,USD
Subsidiary A,Operating Expenses,2024-Q2,Finance,Product A,435125.09,EUR
Subsidiary A,Operating Expenses,2024-Q2,Finance,Product B,42360.9,GBP
Subsidiary A,Operating Expenses,2024-Q2,Finance,Product C,224514.73,USD
Subsidiary A,Operating Expenses,2024-Q2,Finance,Service X,132659.8,USD
Subsidiary A,Operating Expenses,2024-Q2,Finance,Service Y,415889.62,GBP
Subsidiary A,Operating Expenses,2024-Q2,Operations,Product A,172721.53,EUR
Subsidiary A,Operating Expenses,2024-Q2,Operations,Product B,162412.38,USD
Subsidiary A,Operating Expenses,2024-Q2,Operations,Product C,169555.06,EUR
Subsidiary A,Operating Expenses,2024-Q2,Operations,Service X,29102.18,GBP
Subsidiary A,Operating Expenses,2024-Q2,Operations,Service Y,155442.76,EUR
Subsidiary A,Net Income,2024-Q2,Sales,Product A,43555.99,EUR
Subsidiary A,Net Income,2024-Q2,Sales,Product B,278886.36,USD
Subsidiary A,Net Income,2024-Q2,Sales,Product C,336532.66,EUR
Subsidiary A,Net Income,2024-Q2,Sales,Service X,267070.85,USD
Subsidiary A,Net Income,2024-Q2,Sales,Service Y,488559.91,EUR
Subsidiary A,Net Income,2024-Q2,Marketing,Product A,327010.7,GBP
Subsidiary A,Net Income,2024-Q2,Marketing,Product B,489914.74,GBP
Subsidiary A,Net Income,2024-Q2,Marketing,Product C,113664.71,GBP
Subsidiary A,Net Income,2024-Q2,Marketing,Service X,471835.7,EUR
Subsidiary A,Net Income,2024-Q2,Marketing,Service Y,22508.45,USD
Subsidiary A,Net Income,2024-Q2,R&D,Product A,296966.04,GBP
Subsidiary A,Net Income,2024-Q2,R&D,Product B,156421.89,GBP
Subsidiary A,Net Income,2024-Q2,R&D,Product C,73268.25,USD
Subsidiary A,Net Income,2024-Q2,R&D,Service X,376517.41,USD
Subsidiary A,Net Income,2024-Q2,R&D,Service Y,193916.62,GBP
Subsidiary A,Net Income,2024-Q2,Finance,Product A,433429.03,GBP
Subsidiary A,Net Income,2024-Q2,Finance,Product B,256023.51,USD
Subsidiary A,Net Income,2024-Q2,Finance,Product C,394620.88,GBP
Subsidiary A,Net Income,2024-Q2,Finance,Service X,455653.13,EUR
Subsidiary A,Net Income,2024-Q2,Finance,Service Y,179817.04,USD
Subsidiary A,Net Income,2024-Q2,Operations,Product A,70893.72,USD
Subsidiary A,Net Income,2024-Q2,Operations,Product B,311801.75,USD
Subsidiary A,Net Income,2024-Q2,Operations,Product C,171214.09,EUR
Subsidiary A,Net Income,2024-Q2,Operations,Service X,215032.7,USD
Subsidiary A,Net Income,2024-Q2,Operations,Service Y,219960.54,USD
Subsidiary A,Assets,2024-Q2,Sales,Product A,89360.09,GBP
Subsidiary A,Assets,2024-Q2,Sales,Product B,345921.92,GBP
Subsidiary A,Assets,2024-Q2,Sales,Product C,427692.9,USD
Subsidiary A,Assets,2024-Q2,Sales,Service X,258654.83,EUR
Subsidiary A,Assets,2024-Q2,Sales,Service Y,352671.29,GBP
Subsidiary A,Assets,2024-Q2,Marketing,Product A,480929.74,USD
Subsidiary A,Assets,2024-Q2,Marketing,Product B,488646.26,EUR
Subsidiary A,Assets,2024-Q2,Marketing,Product C,294167.59,GBP
Subsidiary A,Assets,2024-Q2,Marketing,Service X,291434.7,USD
Subsidiary A,Assets,2024-Q2,Marketing,Service Y,429008.08,EUR
Subsidiary A,Assets,2024-Q2,R&D,Product A,274552.76,EUR
Subsidiary A,Assets,2024-Q2,R&D,Product B,433581.68,GBP
Subsidiary A,Assets,2024-Q2,R&D,Product C,333708.83,EUR
Subsidiary A,Assets,2024-Q2,R&D,Service X,439797.01,GBP
Subsidiary A,Assets,2024-Q2,R&D,Service Y,299888.08,USD
Subsidiary A,Assets,2024-Q2,Finance,Product A,287537.02,GBP
Subsidiary A,Assets,2024-Q2,Finance,Product B,454298.77,USD
Subsidiary A,Assets,2024-Q2,Finance,Product C,364669.66,GBP
Subsidiary A,Assets,2024-Q2,Finance,Service X,215426.81,GBP
Subsidiary A,Assets,2024-Q2,Finance,Service Y,483806,USD
Subsidiary A,Assets,2024-Q2,Operations,Product A,170107.99,USD
Subsidiary A,Assets,2024-Q2,Operations,Product B,314429.15,EUR
Subsidiary A,Assets,2024-Q2,Operations,Product C,367092.18,GBP
Subsidiary A,Assets,2024-Q2,Operations,Service X,448041.76,GBP
Subsidiary A,Assets,2024-Q2,Operations,Service Y,374894.2,GBP
Subsidiary A,Liabilities,2024-Q2,Sales,Product A,128301.68,USD
Subsidiary A,Liabilities,2024-Q2,Sales,Product B,251669.5,USD
Subsidiary A,Liabilities,2024-Q2,Sales,Product C,69842.14,GBP
Subsidiary A,Liabilities,2024-Q2,Sales,Service X,241321.8,EUR
Subsidiary A,Liabilities,2024-Q2,Sales,Service Y,103972.46,EUR
Subsidiary A,Liabilities,2024-Q2,Marketing,Product A,358514.2,GBP
Subsidiary A,Liabilities,2024-Q2,Marketing,Product B,484789.93,EUR
Subsidiary A,Liabilities,2024-Q2,Marketing,Product C,492573.91,EUR
Subsidiary A,Liabilities,2024-Q2,Marketing,Service X,39159.73,EUR
Subsidiary A,Liabilities,2024-Q2,Marketing,Service Y,164627.59,GBP
Subsidiary A,Liabilities,2024-Q2,R&D,Product A,204599.76,EUR
Subsidiary A,Liabilities,2024-Q2,R&D,Product B,368572.36,GBP
Subsidiary A,Liabilities,2024-Q2,R&D,Product C,270102.34,EUR
Subsidiary A,Liabilities,2024-Q2,R&D,Service X,436024.11,GBP
Subsidiary A,Liabilities,2024-Q2,R&D,Service Y,41804.97,GBP
Subsidiary A,Liabilities,2024-Q2,Finance,Product A,150194.71,USD
Subsidiary A,Liabilities,2024-Q2,Finance,Product B,249341.51,USD
Subsidiary A,Liabilities,2024-Q2,Finance,Product C,24719.54,EUR
Subsidiary A,Liabilities,2024-Q2,Finance,Service X,398122.98,EUR
Subsidiary A,Liabilities,2024-Q2,Finance,Service Y,475705.97,EUR
Subsidiary A,Liabilities,2024-Q2,Operations,Product A,295429,USD
Subsidiary A,Liabilities,2024-Q2,Operations,Product B,432810.96,GBP
Subsidiary A,Liabilities,2024-Q2,Operations,Product C,171677.03,USD
Subsidiary A,Liabilities,2024-Q2,Operations,Service X,332633.71,EUR
Subsidiary A,Liabilities,2024-Q2,Operations,Service Y,166515.14,USD
Subsidiary A,Equity,2024-Q2,Sales,Product A,36773.91,USD
Subsidiary A,Equity,2024-Q2,Sales,Product B,383251.52,GBP
Subsidiary A,Equity,2024-Q2,Sales,Product C,289779.66,EUR
Subsidiary A,Equity,2024-Q2,Sales,Service X,45986.92,GBP
Subsidiary A,Equity,2024-Q2,Sales,Service Y,117920.64,GBP
Subsidiary A,Equity,2024-Q2,Marketing,Product A,429469.63,EUR
Subsidiary A,Equity,2024-Q2,Marketing,Product B,288869.64,GBP
Subsidiary A,Equity,2024-Q2,Marketing,Product C,16634.69,USD
Subsidiary A,Equity,2024-Q2,Marketing,Service X,82391.39,USD
Subsidiary A,Equity,2024-Q2,Marketing,Service Y,342380.41,EUR
Subsidiary A,Equity,2024-Q2,R&D,Product A,181615.6,GBP
Subsidiary A,Equity,2024-Q2,R&D,Product B,488273.29,USD
Subsidiary A,Equity,2024-Q2,R&D,Product C,165298.34,EUR
Subsidiary A,Equity,2024-Q2,R&D,Service X,463696.09,GBP
Subsidiary A,Equity,2024-Q2,R&D,Service Y,386807.32,USD
Subsidiary A,Equity,2024-Q2,Finance,Product A,97470.14,GBP
Subsidiary A,Equity,2024-Q2,Finance,Product B,135662.84,EUR
Subsidiary A,Equity,2024-Q2,Finance,Product C,34872.95,USD
Subsidiary A,Equity,2024-Q2,Finance,Service X,111458.2,EUR
Subsidiary A,Equity,2024-Q2,Finance,Service Y,203848.27,GBP
Subsidiary A,Equity,2024-Q2,Operations,Product A,437697.04,EUR
Subsidiary A,Equity,2024-Q2,Operations,Product B,126578.14,USD
Subsidiary A,Equity,2024-Q2,Operations,Product C,10906.99,EUR
Subsidiary A,Equity,2024-Q2,Operations,Service X,488760.93,GBP
Subsidiary A,Equity,2024-Q2,Operations,Service Y,386555.2,GBP
Subsidiary A,Revenue,2024-Q3,Sales,Product A,428188.11,GBP
Subsidiary A,Revenue,2024-Q3,Sales,Product B,58888.13,USD
Subsidiary A,Revenue,2024-Q3,Sales,Product C,150019,USD
Subsidiary A,Revenue,2024-Q3,Sales,Service X,79130.38,GBP
Subsidiary A,Revenue,2024-Q3,Sales,Service Y,19467.89,EUR
Subsidiary A,Revenue,2024-Q3,Marketing,Product A,339917.42,USD
Subsidiary A,Revenue,2024-Q3,Marketing,Product B,311181.15,EUR
Subsidiary A,Revenue,2024-Q3,Marketing,Product C,312677.97,GBP
Subsidiary A,Revenue,2024-Q3,Marketing,Service X,308198.46,GBP
Subsidiary A,Revenue,2024-Q3,Marketing,Service Y,486731.12,GBP
Subsidiary A,Revenue,2024-Q3,R&D,Product A,32571.29,EUR
Subsidiary A,Revenue,2024-Q3,R&D,Product B,171112.02,EUR
Subsidiary A,Revenue,2024-Q3,R&D,Product C,369476.14,USD
Subsidiary A,Revenue,2024-Q3,R&D,Service X,398456.73,USD
Subsidiary A,Revenue,2024-Q3,R&D,Service Y,113392.62,EUR
Subsidiary A,Revenue,2024-Q3,Finance,Product A,191687.91,EUR
Subsidiary A,Revenue,2024-Q3,Finance,Product B,439157.45,USD
Subsidiary A,Revenue,2024-Q3,Finance,Product C,149323.18,EUR
Subsidiary A,Revenue,2024-Q3,Finance,Service X,372352.28,GBP
Subsidiary A,Revenue,2024-Q3,Finance,Service Y,323858.71,USD
Subsidiary A,Revenue,2024-Q3,Operations,Product A,484740.79,GBP
Subsidiary A,Revenue,2024-Q3,Operations,Product B,88846.96,USD
Subsidiary A,Revenue,2024-Q3,Operations,Product C,459091.36,EUR
Subsidiary A,Revenue,2024-Q3,Operations,Service X,397717.02,GBP
Subsidiary A,Revenue,2024-Q3,Operations,Service Y,90645.68,GBP
Subsidiary A,COGS,2024-Q3,Sales,Product A,393246.55,EUR
Subsidiary A,COGS,2024-Q3,Sales,Product B,40233.35,GBP
Subsidiary A,COGS,2024-Q3,Sales,Product C,82686.11,GBP
Subsidiary A,COGS,2024-Q3,Sales,Service X,119640.91,GBP
Subsidiary A,COGS,2024-Q3,Sales,Service Y,119211.71,EUR
Subsidiary A,COGS,2024-Q3,Marketing,Product A,136346.23,GBP
Subsidiary A,COGS,2024-Q3,Marketing,Product B,311489.9,GBP
Subsidiary A,COGS,2024-Q3,Marketing,Product C,105486.77,EUR
Subsidiary A,COGS,2024-Q3,Marketing,Service X,400633.69,GBP
Subsidiary A,COGS,2024-Q3,Marketing,Service Y,272410.45,GBP
Subsidiary A,COGS,2024-Q3,R&D,Product A,184197.39,USD
Subsidiary A,COGS,2024-Q3,R&D,Product B,483190.1,EUR
Subsidiary A,COGS,2024-Q3,R&D,Product C,41979.77,EUR
Subsidiary A,COGS,2024-Q3,R&D,Service X,438956.84,EUR
Subsidiary A,COGS,2024-Q3,R&D,Service Y,235978.76,GBP
Subsidiary A,COGS,2024-Q3,Finance,Product A,257494.4,EUR
Subsidiary A,COGS,2024-Q3,Finance,Product B,43102.56,USD
Subsidiary A,COGS,2024-Q3,Finance,Product C,499283.64,GBP
Subsidiary A,COGS,2024-Q3,Finance,Service X,26032.82,EUR
Subsidiary A,COGS,2024-Q3,Finance,Service Y,386972.95,GBP
Subsidiary A,COGS,2024-Q3,Operations,Product A,286429.57,EUR
Subsidiary A,COGS,2024-Q3,Operations,Product B,165288.06,USD
Subsidiary A,COGS,2024-Q3,Operations,Product C,149492.44,EUR
Subsidiary A,COGS,2024-Q3,Operations,Service X,384808.03,EUR
Subsidiary A,COGS,2024-Q3,Operations,Service Y,230272.77,USD
Subsidiary A,Operating Expenses,2024-Q3,Sales,Product A,105929.27,EUR
Subsidiary A,Operating Expenses,2024-Q3,Sales,Product B,477939.27,EUR
Subsidiary A,Operating Expenses,2024-Q3,Sales,Product C,459563.08,GBP
Subsidiary A,Operating Expenses,2024-Q3,Sales,Service X,408658.78,EUR
Subsidiary A,Operating Expenses,2024-Q3,Sales,Service Y,168572.81,USD
Subsidiary A,Operating Expenses,2024-Q3,Marketing,Product A,410888.7,EUR
Subsidiary A,Operating Expenses,2024-Q3,Marketing,Product B,107411.91,GBP
Subsidiary A,Operating Expenses,2024-Q3,Marketing,Product C,255560.9,USD
Subsidiary A,Operating Expenses,2024-Q3,Marketing,Service X,179962.39,USD
Subsidiary A,Operating Expenses,2024-Q3,Marketing,Service Y,333493.37,USD
Subsidiary A,Operating Expenses,2024-Q3,R&D,Product A,53256.82,USD
Subsidiary A,Operating Expenses,2024-Q3,R&D,Product B,482658.08,GBP
Subsidiary A,Operating Expenses,2024-Q3,R&D,Product C,286548.7,GBP
Subsidiary A,Operating Expenses,2024-Q3,R&D,Service X,465863.71,EUR
Subsidiary A,Operating Expenses,2024-Q3,R&D,Service Y,425500.77,GBP
Subsidiary A,Operating Expenses,2024-Q3,Finance,Product A,102188.74,USD
Subsidiary A,Operating Expenses,2024-Q3,Finance,Product B,261322.18,EUR
Subsidiary A,Operating Expenses,2024-Q3,Finance,Product C,439861.41,USD
Subsidiary A,Operating Expenses,2024-Q3,Finance,Service X,15684.06,USD
Subsidiary A,Operating Expenses,2024-Q3,Finance,Service Y,151159.85,EUR
Subsidiary A,Operating Expenses,2024-Q3,Operations,Product A,322171.34,GBP
Subsidiary A,Operating Expenses,2024-Q3,Operations,Product B,313638.97,USD
Subsidiary A,Operating Expenses,2024-Q3,Operations,Product C,140209.52,USD
Subsidiary A,Operating Expenses,2024-Q3,Operations,Service X,371832.05,EUR
Subsidiary A,Operating Expenses,2024-Q3,Operations,Service Y,288306.78,USD
Subsidiary A,Net Income,2024-Q3,Sales,Product A,400430.54,EUR
Subsidiary A,Net Income,2024-Q3,Sales,Product B,425937.53,GBP
Subsidiary A,Net Income,2024-Q3,Sales,Product C,426536.99,GBP
Subsidiary A,Net Income,2024-Q3,Sales,Service X,400193.58,EUR
Subsidiary A,Net Income,2024-Q3,Sales,Service Y,492615.94,EUR
Subsidiary A,Net Income,2024-Q3,Marketing,Product A,131593.17,GBP
Subsidiary A,Net Income,2024-Q3,Marketing,Product B,399884.07,USD
Subsidiary A,Net Income,2024-Q3,Marketing,Product C,134784.72,EUR
Subsidiary A,Net Income,2024-Q3,Marketing,Service X,372663.04,USD
Subsidiary A,Net Income,2024-Q3,Marketing,Service Y,426162.26,EUR
Subsidiary A,Net Income,2024-Q3,R&D,Product A,449408.45,USD
Subsidiary A,Net Income,2024-Q3,R&D,Product B,273029.95,USD
Subsidiary A,Net Income,2024-Q3,R&D,Product C,389786.56,GBP
Subsidiary A,Net Income,2024-Q3,R&D,Service X,178194.44,GBP
Subsidiary A,Net Income,2024-Q3,R&D,Service Y,200631.25,GBP
Subsidiary A,Net Income,2024-Q3,Finance,Product A,86276.6,GBP
Subsidiary A,Net Income,2024-Q3,Finance,Product B,48533.51,USD
Subsidiary A,Net Income,2024-Q3,Finance,Product C,441671.24,EUR
Subsidiary A,Net Income,2024-Q3,Finance,Service X,316806.47,GBP
Subsidiary A,Net Income,2024-Q3,Finance,Service Y,485267.76,USD
Subsidiary A,Net Income,2024-Q3,Operations,Product A,362816.28,EUR
Subsidiary A,Net Income,2024-Q3,Operations,Product B,17843.77,USD
Subsidiary A,Net Income,2024-Q3,Operations,Product C,236062.18,USD
Subsidiary A,Net Income,2024-Q3,Operations,Service X,336607.46,GBP
Subsidiary A,Net Income,2024-Q3,Operations,Service Y,326244.81,USD
Subsidiary A,Assets,2024-Q3,Sales,Product A,268503.52,GBP
Subsidiary A,Assets,2024-Q3,Sales,Product B,11628.73,GBP
Subsidiary A,Assets,2024-Q3,Sales,Product C,382349.98,EUR
Subsidiary A,Assets,2024-Q3,Sales,Service X,439368.54,GBP
Subsidiary A,Assets,2024-Q3,Sales,Service Y,278808.06,USD
Subsidiary A,Assets,2024-Q3,Marketing,Product A,406413.54,EUR
Subsidiary A,Assets,2024-Q3,Marketing,Product B,260337.69,USD
Subsidiary A,Assets,2024-Q3,Marketing,Product C,58690.42,USD
Subsidiary A,Assets,2024-Q3,Marketing,Service X,315527.31,USD
Subsidiary A,Assets,2024-Q3,Marketing,Service Y,25654.39,USD
Subsidiary A,Assets,2024-Q3,R&D,Product A,379551.35,EUR
Subsidiary A,Assets,2024-Q3,R&D,Product B,394592.95,USD
